"date_key","full_date","date_name","date_name_us","date_name_eu","day_of_week","day_name_of_week","day_of_month","day_of_year","weekday_weekend","week_of_year","month_name","month_of_year","is_last_day_of_month","calendar_quarter","calendar_year","calendar_year_month","calendar_year_qtr","fiscal_month_of_year","fiscal_quarter","fiscal_year","fiscal_year_month","fiscal_year_qtr"
"20050910","2005-09-10","2005/09/10","09/10/2005","10/09/2005","7","Saturday","10","253","Weekend","36","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050911","2005-09-11","2005/09/11","09/11/2005","11/09/2005","1","Sunday","11","254","Weekend","36","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050912","2005-09-12","2005/09/12","09/12/2005","12/09/2005","2","Monday","12","255","Weekday","37","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050913","2005-09-13","2005/09/13","09/13/2005","13/09/2005","3","Tuesday","13","256","Weekday","37","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050914","2005-09-14","2005/09/14","09/14/2005","14/09/2005","4","Wednesday","14","257","Weekday","37","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050915","2005-09-15","2005/09/15","09/15/2005","15/09/2005","5","Thursday","15","258","Weekday","37","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050916","2005-09-16","2005/09/16","09/16/2005","16/09/2005","6","Friday","16","259","Weekday","37","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050917","2005-09-17","2005/09/17","09/17/2005","17/09/2005","7","Saturday","17","260","Weekend","37","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050918","2005-09-18","2005/09/18","09/18/2005","18/09/2005","1","Sunday","18","261","Weekend","37","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050919","2005-09-19","2005/09/19","09/19/2005","19/09/2005","2","Monday","19","262","Weekday","38","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050920","2005-09-20","2005/09/20","09/20/2005","20/09/2005","3","Tuesday","20","263","Weekday","38","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050921","2005-09-21","2005/09/21","09/21/2005","21/09/2005","4","Wednesday","21","264","Weekday","38","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050922","2005-09-22","2005/09/22","09/22/2005","22/09/2005","5","Thursday","22","265","Weekday","38","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050923","2005-09-23","2005/09/23","09/23/2005","23/09/2005","6","Friday","23","266","Weekday","38","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050924","2005-09-24","2005/09/24","09/24/2005","24/09/2005","7","Saturday","24","267","Weekend","38","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050925","2005-09-25","2005/09/25","09/25/2005","25/09/2005","1","Sunday","25","268","Weekend","38","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050926","2005-09-26","2005/09/26","09/26/2005","26/09/2005","2","Monday","26","269","Weekday","39","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050927","2005-09-27","2005/09/27","09/27/2005","27/09/2005","3","Tuesday","27","270","Weekday","39","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050928","2005-09-28","2005/09/28","09/28/2005","28/09/2005","4","Wednesday","28","271","Weekday","39","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050929","2005-09-29","2005/09/29","09/29/2005","29/09/2005","5","Thursday","29","272","Weekday","39","September","9","N","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20050930","2005-09-30","2005/09/30","09/30/2005","30/09/2005","6","Friday","30","273","Weekday","39","September","9","Y","3","2005","2005-09","2005Q3","9","3","2005","2005-09","2005Q3"
"20051001","2005-10-01","2005/10/01","10/01/2005","01/10/2005","7","Saturday","1","274","Weekend","39","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051002","2005-10-02","2005/10/02","10/02/2005","02/10/2005","1","Sunday","2","275","Weekend","39","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051003","2005-10-03","2005/10/03","10/03/2005","03/10/2005","2","Monday","3","276","Weekday","40","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051004","2005-10-04","2005/10/04","10/04/2005","04/10/2005","3","Tuesday","4","277","Weekday","40","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051005","2005-10-05","2005/10/05","10/05/2005","05/10/2005","4","Wednesday","5","278","Weekday","40","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051006","2005-10-06","2005/10/06","10/06/2005","06/10/2005","5","Thursday","6","279","Weekday","40","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051007","2005-10-07","2005/10/07","10/07/2005","07/10/2005","6","Friday","7","280","Weekday","40","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051008","2005-10-08","2005/10/08","10/08/2005","08/10/2005","7","Saturday","8","281","Weekend","40","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051009","2005-10-09","2005/10/09","10/09/2005","09/10/2005","1","Sunday","9","282","Weekend","40","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051010","2005-10-10","2005/10/10","10/10/2005","10/10/2005","2","Monday","10","283","Weekday","41","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051011","2005-10-11","2005/10/11","10/11/2005","11/10/2005","3","Tuesday","11","284","Weekday","41","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051012","2005-10-12","2005/10/12","10/12/2005","12/10/2005","4","Wednesday","12","285","Weekday","41","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051013","2005-10-13","2005/10/13","10/13/2005","13/10/2005","5","Thursday","13","286","Weekday","41","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051014","2005-10-14","2005/10/14","10/14/2005","14/10/2005","6","Friday","14","287","Weekday","41","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051015","2005-10-15","2005/10/15","10/15/2005","15/10/2005","7","Saturday","15","288","Weekend","41","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051016","2005-10-16","2005/10/16","10/16/2005","16/10/2005","1","Sunday","16","289","Weekend","41","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051017","2005-10-17","2005/10/17","10/17/2005","17/10/2005","2","Monday","17","290","Weekday","42","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051018","2005-10-18","2005/10/18","10/18/2005","18/10/2005","3","Tuesday","18","291","Weekday","42","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051019","2005-10-19","2005/10/19","10/19/2005","19/10/2005","4","Wednesday","19","292","Weekday","42","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051020","2005-10-20","2005/10/20","10/20/2005","20/10/2005","5","Thursday","20","293","Weekday","42","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051021","2005-10-21","2005/10/21","10/21/2005","21/10/2005","6","Friday","21","294","Weekday","42","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051022","2005-10-22","2005/10/22","10/22/2005","22/10/2005","7","Saturday","22","295","Weekend","42","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051023","2005-10-23","2005/10/23","10/23/2005","23/10/2005","1","Sunday","23","296","Weekend","42","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051024","2005-10-24","2005/10/24","10/24/2005","24/10/2005","2","Monday","24","297","Weekday","43","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051025","2005-10-25","2005/10/25","10/25/2005","25/10/2005","3","Tuesday","25","298","Weekday","43","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051026","2005-10-26","2005/10/26","10/26/2005","26/10/2005","4","Wednesday","26","299","Weekday","43","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051027","2005-10-27","2005/10/27","10/27/2005","27/10/2005","5","Thursday","27","300","Weekday","43","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051028","2005-10-28","2005/10/28","10/28/2005","28/10/2005","6","Friday","28","301","Weekday","43","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051029","2005-10-29","2005/10/29","10/29/2005","29/10/2005","7","Saturday","29","302","Weekend","43","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051030","2005-10-30","2005/10/30","10/30/2005","30/10/2005","1","Sunday","30","303","Weekend","43","October","10","N","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051031","2005-10-31","2005/10/31","10/31/2005","31/10/2005","2","Monday","31","304","Weekday","44","October","10","Y","4","2005","2005-10","2005Q4","10","4","2005","2005-10","2005Q4"
"20051101","2005-11-01","2005/11/01","11/01/2005","01/11/2005","3","Tuesday","1","305","Weekday","44","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051102","2005-11-02","2005/11/02","11/02/2005","02/11/2005","4","Wednesday","2","306","Weekday","44","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051103","2005-11-03","2005/11/03","11/03/2005","03/11/2005","5","Thursday","3","307","Weekday","44","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051104","2005-11-04","2005/11/04","11/04/2005","04/11/2005","6","Friday","4","308","Weekday","44","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051105","2005-11-05","2005/11/05","11/05/2005","05/11/2005","7","Saturday","5","309","Weekend","44","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051106","2005-11-06","2005/11/06","11/06/2005","06/11/2005","1","Sunday","6","310","Weekend","44","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051107","2005-11-07","2005/11/07","11/07/2005","07/11/2005","2","Monday","7","311","Weekday","45","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051108","2005-11-08","2005/11/08","11/08/2005","08/11/2005","3","Tuesday","8","312","Weekday","45","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051109","2005-11-09","2005/11/09","11/09/2005","09/11/2005","4","Wednesday","9","313","Weekday","45","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051110","2005-11-10","2005/11/10","11/10/2005","10/11/2005","5","Thursday","10","314","Weekday","45","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051111","2005-11-11","2005/11/11","11/11/2005","11/11/2005","6","Friday","11","315","Weekday","45","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051112","2005-11-12","2005/11/12","11/12/2005","12/11/2005","7","Saturday","12","316","Weekend","45","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051113","2005-11-13","2005/11/13","11/13/2005","13/11/2005","1","Sunday","13","317","Weekend","45","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051114","2005-11-14","2005/11/14","11/14/2005","14/11/2005","2","Monday","14","318","Weekday","46","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051115","2005-11-15","2005/11/15","11/15/2005","15/11/2005","3","Tuesday","15","319","Weekday","46","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051116","2005-11-16","2005/11/16","11/16/2005","16/11/2005","4","Wednesday","16","320","Weekday","46","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051117","2005-11-17","2005/11/17","11/17/2005","17/11/2005","5","Thursday","17","321","Weekday","46","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051118","2005-11-18","2005/11/18","11/18/2005","18/11/2005","6","Friday","18","322","Weekday","46","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051119","2005-11-19","2005/11/19","11/19/2005","19/11/2005","7","Saturday","19","323","Weekend","46","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051120","2005-11-20","2005/11/20","11/20/2005","20/11/2005","1","Sunday","20","324","Weekend","46","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051121","2005-11-21","2005/11/21","11/21/2005","21/11/2005","2","Monday","21","325","Weekday","47","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051122","2005-11-22","2005/11/22","11/22/2005","22/11/2005","3","Tuesday","22","326","Weekday","47","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051123","2005-11-23","2005/11/23","11/23/2005","23/11/2005","4","Wednesday","23","327","Weekday","47","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051124","2005-11-24","2005/11/24","11/24/2005","24/11/2005","5","Thursday","24","328","Weekday","47","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051125","2005-11-25","2005/11/25","11/25/2005","25/11/2005","6","Friday","25","329","Weekday","47","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051126","2005-11-26","2005/11/26","11/26/2005","26/11/2005","7","Saturday","26","330","Weekend","47","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051127","2005-11-27","2005/11/27","11/27/2005","27/11/2005","1","Sunday","27","331","Weekend","47","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051128","2005-11-28","2005/11/28","11/28/2005","28/11/2005","2","Monday","28","332","Weekday","48","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051129","2005-11-29","2005/11/29","11/29/2005","29/11/2005","3","Tuesday","29","333","Weekday","48","November","11","N","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051130","2005-11-30","2005/11/30","11/30/2005","30/11/2005","4","Wednesday","30","334","Weekday","48","November","11","Y","4","2005","2005-11","2005Q4","11","4","2005","2005-11","2005Q4"
"20051201","2005-12-01","2005/12/01","12/01/2005","01/12/2005","5","Thursday","1","335","Weekday","48","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051202","2005-12-02","2005/12/02","12/02/2005","02/12/2005","6","Friday","2","336","Weekday","48","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051203","2005-12-03","2005/12/03","12/03/2005","03/12/2005","7","Saturday","3","337","Weekend","48","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051204","2005-12-04","2005/12/04","12/04/2005","04/12/2005","1","Sunday","4","338","Weekend","48","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051205","2005-12-05","2005/12/05","12/05/2005","05/12/2005","2","Monday","5","339","Weekday","49","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051206","2005-12-06","2005/12/06","12/06/2005","06/12/2005","3","Tuesday","6","340","Weekday","49","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051207","2005-12-07","2005/12/07","12/07/2005","07/12/2005","4","Wednesday","7","341","Weekday","49","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051208","2005-12-08","2005/12/08","12/08/2005","08/12/2005","5","Thursday","8","342","Weekday","49","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051209","2005-12-09","2005/12/09","12/09/2005","09/12/2005","6","Friday","9","343","Weekday","49","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051210","2005-12-10","2005/12/10","12/10/2005","10/12/2005","7","Saturday","10","344","Weekend","49","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051211","2005-12-11","2005/12/11","12/11/2005","11/12/2005","1","Sunday","11","345","Weekend","49","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051212","2005-12-12","2005/12/12","12/12/2005","12/12/2005","2","Monday","12","346","Weekday","50","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051213","2005-12-13","2005/12/13","12/13/2005","13/12/2005","3","Tuesday","13","347","Weekday","50","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051214","2005-12-14","2005/12/14","12/14/2005","14/12/2005","4","Wednesday","14","348","Weekday","50","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051215","2005-12-15","2005/12/15","12/15/2005","15/12/2005","5","Thursday","15","349","Weekday","50","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051216","2005-12-16","2005/12/16","12/16/2005","16/12/2005","6","Friday","16","350","Weekday","50","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051217","2005-12-17","2005/12/17","12/17/2005","17/12/2005","7","Saturday","17","351","Weekend","50","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051218","2005-12-18","2005/12/18","12/18/2005","18/12/2005","1","Sunday","18","352","Weekend","50","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051219","2005-12-19","2005/12/19","12/19/2005","19/12/2005","2","Monday","19","353","Weekday","51","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051220","2005-12-20","2005/12/20","12/20/2005","20/12/2005","3","Tuesday","20","354","Weekday","51","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051221","2005-12-21","2005/12/21","12/21/2005","21/12/2005","4","Wednesday","21","355","Weekday","51","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051222","2005-12-22","2005/12/22","12/22/2005","22/12/2005","5","Thursday","22","356","Weekday","51","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051223","2005-12-23","2005/12/23","12/23/2005","23/12/2005","6","Friday","23","357","Weekday","51","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051224","2005-12-24","2005/12/24","12/24/2005","24/12/2005","7","Saturday","24","358","Weekend","51","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051225","2005-12-25","2005/12/25","12/25/2005","25/12/2005","1","Sunday","25","359","Weekend","51","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051226","2005-12-26","2005/12/26","12/26/2005","26/12/2005","2","Monday","26","360","Weekday","52","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051227","2005-12-27","2005/12/27","12/27/2005","27/12/2005","3","Tuesday","27","361","Weekday","52","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051228","2005-12-28","2005/12/28","12/28/2005","28/12/2005","4","Wednesday","28","362","Weekday","52","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051229","2005-12-29","2005/12/29","12/29/2005","29/12/2005","5","Thursday","29","363","Weekday","52","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051230","2005-12-30","2005/12/30","12/30/2005","30/12/2005","6","Friday","30","364","Weekday","52","December","12","N","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20051231","2005-12-31","2005/12/31","12/31/2005","31/12/2005","7","Saturday","31","365","Weekend","52","December","12","Y","4","2005","2005-12","2005Q4","12","4","2005","2005-12","2005Q4"
"20060101","2006-01-01","2006/01/01","01/01/2006","01/01/2006","1","Sunday","1","1","Weekend","52","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060102","2006-01-02","2006/01/02","01/02/2006","02/01/2006","2","Monday","2","2","Weekday","1","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060103","2006-01-03","2006/01/03","01/03/2006","03/01/2006","3","Tuesday","3","3","Weekday","1","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060104","2006-01-04","2006/01/04","01/04/2006","04/01/2006","4","Wednesday","4","4","Weekday","1","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060105","2006-01-05","2006/01/05","01/05/2006","05/01/2006","5","Thursday","5","5","Weekday","1","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060106","2006-01-06","2006/01/06","01/06/2006","06/01/2006","6","Friday","6","6","Weekday","1","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060107","2006-01-07","2006/01/07","01/07/2006","07/01/2006","7","Saturday","7","7","Weekend","1","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060108","2006-01-08","2006/01/08","01/08/2006","08/01/2006","1","Sunday","8","8","Weekend","1","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060109","2006-01-09","2006/01/09","01/09/2006","09/01/2006","2","Monday","9","9","Weekday","2","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060110","2006-01-10","2006/01/10","01/10/2006","10/01/2006","3","Tuesday","10","10","Weekday","2","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060111","2006-01-11","2006/01/11","01/11/2006","11/01/2006","4","Wednesday","11","11","Weekday","2","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060112","2006-01-12","2006/01/12","01/12/2006","12/01/2006","5","Thursday","12","12","Weekday","2","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060113","2006-01-13","2006/01/13","01/13/2006","13/01/2006","6","Friday","13","13","Weekday","2","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060114","2006-01-14","2006/01/14","01/14/2006","14/01/2006","7","Saturday","14","14","Weekend","2","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060115","2006-01-15","2006/01/15","01/15/2006","15/01/2006","1","Sunday","15","15","Weekend","2","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060116","2006-01-16","2006/01/16","01/16/2006","16/01/2006","2","Monday","16","16","Weekday","3","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060117","2006-01-17","2006/01/17","01/17/2006","17/01/2006","3","Tuesday","17","17","Weekday","3","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060118","2006-01-18","2006/01/18","01/18/2006","18/01/2006","4","Wednesday","18","18","Weekday","3","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060119","2006-01-19","2006/01/19","01/19/2006","19/01/2006","5","Thursday","19","19","Weekday","3","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060120","2006-01-20","2006/01/20","01/20/2006","20/01/2006","6","Friday","20","20","Weekday","3","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060121","2006-01-21","2006/01/21","01/21/2006","21/01/2006","7","Saturday","21","21","Weekend","3","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060122","2006-01-22","2006/01/22","01/22/2006","22/01/2006","1","Sunday","22","22","Weekend","3","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060123","2006-01-23","2006/01/23","01/23/2006","23/01/2006","2","Monday","23","23","Weekday","4","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060124","2006-01-24","2006/01/24","01/24/2006","24/01/2006","3","Tuesday","24","24","Weekday","4","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060125","2006-01-25","2006/01/25","01/25/2006","25/01/2006","4","Wednesday","25","25","Weekday","4","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060126","2006-01-26","2006/01/26","01/26/2006","26/01/2006","5","Thursday","26","26","Weekday","4","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060127","2006-01-27","2006/01/27","01/27/2006","27/01/2006","6","Friday","27","27","Weekday","4","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060128","2006-01-28","2006/01/28","01/28/2006","28/01/2006","7","Saturday","28","28","Weekend","4","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060129","2006-01-29","2006/01/29","01/29/2006","29/01/2006","1","Sunday","29","29","Weekend","4","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060130","2006-01-30","2006/01/30","01/30/2006","30/01/2006","2","Monday","30","30","Weekday","5","January","1","N","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060131","2006-01-31","2006/01/31","01/31/2006","31/01/2006","3","Tuesday","31","31","Weekday","5","January","1","Y","1","2006","2006-01","2006Q1","1","1","2006","2006-01","2006Q1"
"20060201","2006-02-01","2006/02/01","02/01/2006","01/02/2006","4","Wednesday","1","32","Weekday","5","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060202","2006-02-02","2006/02/02","02/02/2006","02/02/2006","5","Thursday","2","33","Weekday","5","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060203","2006-02-03","2006/02/03","02/03/2006","03/02/2006","6","Friday","3","34","Weekday","5","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060204","2006-02-04","2006/02/04","02/04/2006","04/02/2006","7","Saturday","4","35","Weekend","5","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060205","2006-02-05","2006/02/05","02/05/2006","05/02/2006","1","Sunday","5","36","Weekend","5","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
"20060206","2006-02-06","2006/02/06","02/06/2006","06/02/2006","2","Monday","6","37","Weekday","6","February","2","N","1","2006","2006-02","2006Q1","2","1","2006","2006-02","2006Q1"
